altura,latitud,longitud
4320,-86.2440845866,9.159465568
4319,-86.2452071337,9.15581789376
4318,-86.2463294569,9.15217084543
4317,-86.2474515563,9.14852442301
4316,-86.248573432,9.14487862649
4315,-86.2496950842,9.14123345587
4314,-86.2508165129,9.13758891114
4313,-86.2519377182,9.13394499229
4312,-86.2530587003,9.13030169933
4311,-86.2541794592,9.12665903223
4310,-86.2552999951,9.123016991
4309,-86.256420308,9.11937557563
4308,-86.257540398,9.11573478611
4307,-86.2586602653,9.11209462244
4306,-86.25977991,9.10845508461
4305,-86.2608993321,9.10481617262
4304,-86.2620185318,9.10117788646
4303,-86.2631375091,9.09754022612
4302,-86.2642562642,9.09390319161
4301,-86.2653747972,9.0902667829
4300,-86.2664931082,9.086631
4299,-86.2676111972,9.0829958429
4298,-86.2687290645,9.07936131159
4297,-86.26984671,9.07572740607
4296,-86.2709641339,9.07209412633
4295,-86.2720813363,9.06846147237
4294,-86.2731983173,9.06482944418
4293,-86.274315077,9.06119804175
4292,-86.2754316155,9.05756726509
4291,-86.2765479329,9.05393711417
4290,-86.2776640293,9.050307589
4289,-86.2787799048,9.04667868957
4288,-86.2798955596,9.04305041587
4287,-86.2810109936,9.0394227679
4286,-86.2821262071,9.03579574565
4285,-86.2832412001,9.03216934912
4284,-86.2843559727,9.0285435783
4283,-86.285470525,9.02491843318
4282,-86.2865848572,9.02129391377
4281,-86.2876989693,9.01767002004
4280,-86.2888128615,9.014046752
4279,-86.2899265338,9.01042410964
4278,-86.2910399863,9.00680209295
4277,-86.2921532192,9.00318070193
4276,-86.2932662325,8.99955993657
4275,-86.2943790264,8.99593979687
4274,-86.2954916009,8.99232028282
4273,-86.2966039562,8.98870139441
4272,-86.2977160923,8.98508313165
4271,-86.2988280094,8.98146549451
4270,-86.2999397076,8.977848483
4269,-86.3010511869,8.97423209711
4268,-86.3021624475,8.97061633683
4267,-86.3032734894,8.96700120216
4266,-86.3043843129,8.96338669309
4265,-86.3054949179,8.95977280962
4264,-86.3066053046,8.95615955174
4263,-86.307715473,8.95254691944
4262,-86.3088254234,8.94893491273
4261,-86.3099351557,8.94532353158
4260,-86.3110446701,8.941712776
4259,-86.3121539667,8.93810264598
4258,-86.3132630456,8.93449314151
4257,-86.3143719069,8.93088426259
4256,-86.3154805507,8.92727600921
4255,-86.3165889771,8.92366838137
4254,-86.3176971862,8.92006137906
4253,-86.3188051781,8.91645500227
4252,-86.3199129529,8.91284925101
4251,-86.3210205107,8.90924412525
4250,-86.3221278516,8.905639625
4249,-86.3232349757,8.90203575025
4248,-86.3243418831,8.89843250099
4247,-86.325448574,8.89482987722
4246,-86.3265550483,8.89122787893
4245,-86.3276613063,8.88762650612
4244,-86.328767348,8.88402575878
4243,-86.3298731735,8.8804256369
4242,-86.3309787829,8.87682614049
4241,-86.3320841764,8.87322726952
4240,-86.333189354,8.869629024
4239,-86.3342943158,8.86603140392
4238,-86.335399062,8.86243440927
4237,-86.3365035925,8.85883804005
4236,-86.3376079077,8.85524229625
4235,-86.3387120074,8.85164717787
4234,-86.3398158919,8.8480526849
4233,-86.3409195612,8.84445881733
4232,-86.3420230155,8.84086557517
4231,-86.3431262548,8.83727295839
4230,-86.3442292793,8.833680967
4229,-86.345332089,8.83008960099
4228,-86.346434684,8.82649886035
4227,-86.3475370645,8.82290874508
4226,-86.3486392306,8.81931925517
4225,-86.3497411823,8.81573039062
4224,-86.3508429197,8.81214215142
4223,-86.351944443,8.80855453756
4222,-86.3530457523,8.80496754905
4221,-86.3541468476,8.80138118586
4220,-86.355247729,8.797795448
4219,-86.3563483968,8.79421033546
4218,-86.3574488509,8.79062584823
4217,-86.3585490914,8.78704198631
4216,-86.3596491185,8.78345874969
4215,-86.3607489323,8.77987613837
4214,-86.3618485329,8.77629415234
4213,-86.3629479203,8.77271279159
4212,-86.3640470947,8.76913205613
4211,-86.3651460561,8.76555194593
4210,-86.3662448047,8.761972461
4209,-86.3673433406,8.75839360133
4208,-86.3684416639,8.75481536691
4207,-86.3695397746,8.75123775774
4206,-86.3706376729,8.74766077381
4205,-86.3717353589,8.74408441512
4204,-86.3728328327,8.74050868166
4203,-86.3739300943,8.73693357342
4202,-86.3750271439,8.73335909041
4201,-86.3761239816,8.7297852326
4200,-86.3772206075,8.726212
4199,-86.3783170216,8.7226393926
4198,-86.3794132241,8.71906741039
4197,-86.3805092152,8.71549605337
4196,-86.3816049948,8.71192532153
4195,-86.382700563,8.70835521487
4194,-86.3837959201,8.70478573338
4193,-86.384891066,8.70121687705
4192,-86.385986001,8.69764864589
4191,-86.387080725,8.69408103987
4190,-86.3881752382,8.690514059
4189,-86.3892695407,8.68694770327
4188,-86.3903636325,8.68338197267
4187,-86.3914575139,8.6798168672
4186,-86.3925511849,8.67625238685
4185,-86.3936446455,8.67268853162
4184,-86.3947378959,8.6691253015
4183,-86.3958309363,8.66556269648
4182,-86.3969237666,8.66200071657
4181,-86.398016387,8.65843936174
4180,-86.3991087976,8.654878632
4179,-86.4002009984,8.65131852734
4178,-86.4012929897,8.64775904775
4177,-86.4023847715,8.64420019323
4176,-86.4034763438,8.64064196377
4175,-86.4045677069,8.63708435937
4174,-86.4056588607,8.63352738002
4173,-86.4067498055,8.62997102571
4172,-86.4078405412,8.62641529645
4171,-86.408931068,8.62286019221
4170,-86.410021386,8.619305713
4169,-86.4111114954,8.61575185881
4168,-86.4122013961,8.61219862963
4167,-86.4132910883,8.60864602546
4166,-86.414380572,8.60509404629
4165,-86.4154698475,8.60154269212
4164,-86.4165589148,8.59799196294
4163,-86.417647774,8.59444185874
4162,-86.4187364251,8.59089237953
4161,-86.4198248684,8.58734352528
4160,-86.4209131038,8.583795296
4159,-86.4220011316,8.58024769168
4158,-86.4230889517,8.57670071231
4157,-86.4241765643,8.57315435789
4156,-86.4252639695,8.56960862841
4155,-86.4263511675,8.56606352387
4154,-86.4274381582,8.56251904426
4153,-86.4285249417,8.55897518957
4152,-86.4296115183,8.55543195981
4151,-86.430697888,8.55188935495
4150,-86.4317840509,8.548347375
4149,-86.432870007,8.54480601995
4148,-86.4339557566,8.54126528979
4147,-86.4350412996,8.53772518452
4146,-86.4361266362,8.53418570413
4145,-86.4372117665,8.53064684862
4144,-86.4382966906,8.52710861798
4143,-86.4393814086,8.5235710122
4142,-86.4404659206,8.52003403129
4141,-86.4415502266,8.51649767522
4140,-86.4426343269,8.512961944
4139,-86.4437182214,8.50942683762
4138,-86.4448019103,8.50589235607
4137,-86.4458853937,8.50235849935
4136,-86.4469686717,8.49882526745
4135,-86.4480517444,8.49529266037
4134,-86.4491346118,8.4917606781
4133,-86.4502172741,8.48822932063
4132,-86.4512997314,8.48469858797
4131,-86.4523819838,8.48116848009
4130,-86.4534640314,8.477638997
4129,-86.4545458742,8.47411013869
4128,-86.4556275124,8.47058190515
4127,-86.4567089461,8.46705429638
4126,-86.4577901754,8.46352731237
4125,-86.4588712003,8.46000095312
4124,-86.459952021,8.45647521862
4123,-86.4610326376,8.45295010886
4122,-86.4621130502,8.44942562385
4121,-86.4631932588,8.44590176356
4120,-86.4642732636,8.442378528
4119,-86.4653530646,8.43885591716
4118,-86.466432662,8.43533393103
4117,-86.4675120559,8.43181256961
4116,-86.4685912464,8.42829183289
4115,-86.4696702335,8.42477172087
4114,-86.4707490174,8.42125223354
4113,-86.4718275981,8.41773337089
4112,-86.4729059758,8.41421513293
4111,-86.4739841505,8.41069751963
4110,-86.4750621224,8.407180531
4109,-86.4761398916,8.40366416703
4108,-86.4772174581,8.40014842771
4107,-86.4782948221,8.39663331304
4106,-86.4793719836,8.39311882301
4105,-86.4804489428,8.38960495762
4104,-86.4815256997,8.38609171686
4103,-86.4826022544,8.38257910072
4102,-86.4836786072,8.37906710921
4101,-86.4847547579,8.3755557423
4100,-86.4858307068,8.372045
4099,-86.4869064539,8.3685348823
4098,-86.4879819994,8.36502538919
4097,-86.4890573433,8.36151652067
4096,-86.4901324857,8.35800827673
4095,-86.4912074268,8.35450065737
4094,-86.4922821666,8.35099366258
4093,-86.4933567052,8.34748729235
4092,-86.4944310428,8.34398154669
4091,-86.4955051794,8.34047642557
4090,-86.4965791151,8.336971929
4089,-86.4976528501,8.33346805697
4088,-86.4987263843,8.32996480947
4087,-86.499799718,8.3264621865
4086,-86.5008728512,8.32296018805
4085,-86.501945784,8.31945881412
4084,-86.5030185165,8.3159580647
4083,-86.5040910488,8.31245793978
4082,-86.5051633811,8.30895843937
4081,-86.5062355133,8.30545956344
4080,-86.5073074457,8.301961312
4079,-86.5083791783,8.29846368504
4078,-86.5094507111,8.29496668255
4077,-86.5105220444,8.29147030453
4076,-86.5115931781,8.28797455097
4075,-86.5126641125,8.28447942187
4074,-86.5137348475,8.28098491722
4073,-86.5148053834,8.27749103701
4072,-86.5158757201,8.27399778125
4071,-86.5169458578,8.27050514991
4070,-86.5180157966,8.267013143
4069,-86.5190855366,8.26352176051
4068,-86.5201550778,8.26003100243
4067,-86.5212244204,8.25654086876
4066,-86.5222935645,8.25305135949
4065,-86.5233625102,8.24956247462
4064,-86.5244312576,8.24607421414
4063,-86.5254998067,8.24258657804
4062,-86.5265681576,8.23909956633
4061,-86.5276363106,8.23561317898
4060,-86.5287042656,8.232127416
4059,-86.5297720227,8.22864227738
4058,-86.5308395821,8.22515776311
4057,-86.5319069439,8.22167387319
4056,-86.5329741081,8.21819060761
4055,-86.5340410749,8.21470796637
4054,-86.5351078442,8.21122594946
4053,-86.5361744164,8.20774455687
4052,-86.5372407914,8.20426378861
4051,-86.5383069693,8.20078364465
4050,-86.5393729502,8.197304125
4049,-86.5404387343,8.19382522965
4048,-86.5415043216,8.19034695859
4047,-86.5425697122,8.18686931182
4046,-86.5436349063,8.18339228933
4045,-86.5446999038,8.17991589112
4044,-86.545764705,8.17644011718
4043,-86.5468293099,8.1729649675
4042,-86.5478937186,8.16949044209
4041,-86.5489579312,8.16601654092
4040,-86.5500219478,8.162543264
4039,-86.5510857686,8.15907061132
4038,-86.5521493935,8.15559858287
4037,-86.5532128227,8.15212717865
4036,-86.5542760563,8.14865639865
4035,-86.5553390944,8.14518624287
4034,-86.5564019371,8.1417167113
4033,-86.5574645844,8.13824780393
4032,-86.5585270365,8.13477952077
4031,-86.5595892936,8.13131186179
4030,-86.5606513555,8.127844827
4029,-86.5617132226,8.12437841639
4028,-86.5627748948,8.12091262995
4027,-86.5638363723,8.11744746768
4026,-86.5648976551,8.11398292957
4025,-86.5659587434,8.11051901562
4024,-86.5670196373,8.10705572582
4023,-86.5680803368,8.10359306016
4022,-86.569140842,8.10013101865
4021,-86.5702011531,8.09666960126
4020,-86.5712612701,8.093208808
4019,-86.5723211932,8.08974863886
4018,-86.5733809224,8.08628909383
4017,-86.5744404578,8.08283017291
4016,-86.5754997995,8.07937187609
4015,-86.5765589477,8.07591420337
4014,-86.5776179024,8.07245715474
4013,-86.5786766637,8.06900073019
4012,-86.5797352317,8.06554492973
4011,-86.5807936065,8.06208975333
4010,-86.5818517882,8.058635201
4009,-86.5829097769,8.05518127273
4008,-86.5839675727,8.05172796851
4007,-86.5850251757,8.04827528834
4006,-86.586082586,8.04482323221
4005,-86.5871398037,8.04137180012
4004,-86.5881968288,8.03792099206
4003,-86.5892536616,8.03447080802
4002,-86.590310302,8.03102124801
4001,-86.5913667501,8.027572312
4000,-86.5924230062,8.024124
3999,-86.5934790702,8.020676312
3998,-86.5945349422,8.01722924799
3997,-86.5955906224,8.01378280797
3996,-86.5966461108,8.01033699193
3995,-86.5977014076,8.00689179987
3994,-86.5987565129,8.00344723178
3993,-86.5998114266,8.00000328765
3992,-86.600866149,7.99655996749
3991,-86.6019206801,7.99311727127
3990,-86.6029750201,7.989675199
3989,-86.604029169,7.98623375067
3988,-86.6050831268,7.98279292627
3987,-86.6061368938,7.9793527258
3986,-86.60719047,7.97591314925
3985,-86.6082438555,7.97247419662
3984,-86.6092970504,7.9690358679
3983,-86.6103500548,7.96559816308
3982,-86.6114028688,7.96216108217
3981,-86.6124554924,7.95872462514
3980,-86.6135079259,7.955288792
3979,-86.6145601692,7.95185358274
3978,-86.6156122225,7.94841899735
3977,-86.6166640858,7.94498503583
3976,-86.6177157594,7.94155169817
3975,-86.6187672431,7.93811898437
3974,-86.6198185373,7.93468689442
3973,-86.6208696418,7.93125542831
3972,-86.6219205569,7.92782458605
3971,-86.6229712827,7.92439436761
3970,-86.6240218192,7.920964773
3969,-86.6250721665,7.91753580221
3968,-86.6261223247,7.91410745523
3967,-86.627172294,7.91067973206
3966,-86.6282220744,7.90725263269
3965,-86.629271666,7.90382615712
3964,-86.6303210688,7.90040030534
3963,-86.6313702831,7.89697507734
3962,-86.6324193089,7.89355047313
3961,-86.6334681463,7.89012649268
3960,-86.6345167954,7.886703136
3959,-86.6355652562,7.88328040308
3958,-86.6366135289,7.87985829391
3957,-86.6376616136,7.87643680849
3956,-86.6387095104,7.87301594681
3955,-86.6397572193,7.86959570887
3954,-86.6408047405,7.86617609466
3953,-86.641852074,7.86275710417
3952,-86.64289922,7.85933873741
3951,-86.6439461785,7.85592099435
3950,-86.6449929496,7.852503875
3949,-86.6460395335,7.84908737935
3948,-86.6470859302,7.84567150739
3947,-86.6481321398,7.84225625912
3946,-86.6491781625,7.83884163453
3945,-86.6502239982,7.83542763362
3944,-86.6512696471,7.83201425638
3943,-86.6523151094,7.8286015028
3942,-86.653360385,7.82518937289
3941,-86.6544054741,7.82177786662
3940,-86.6554503769,7.818366984
3939,-86.6564950932,7.81495672502
3938,-86.6575396234,7.81154708967
3937,-86.6585839674,7.80813807795
3936,-86.6596281254,7.80472968985
3935,-86.6606720974,7.80132192537
3934,-86.6617158836,7.7979147845
3933,-86.6627594841,7.79450826723
3932,-86.6638028988,7.79110237357
3931,-86.664846128,7.78769710349
3930,-86.6658891717,7.784292457
3929,-86.6669320301,7.78088843409
3928,-86.6679747032,7.77748503475
3927,-86.669017191,7.77408225898
3926,-86.6700594938,7.77068010677
3925,-86.6711016116,7.76727857812
3924,-86.6721435445,7.76387767302
3923,-86.6731852925,7.76047739146
3922,-86.6742268558,7.75707773345
3921,-86.6752682346,7.75367869896
3920,-86.6763094287,7.750280288
3919,-86.6773504385,7.74688250056
3918,-86.6783912639,7.74348533663
3917,-86.679431905,7.74008879621
3916,-86.680472362,7.73669287929
3915,-86.681512635,7.73329758587
3914,-86.6825527239,7.72990291594
3913,-86.683592629,7.72650886949
3912,-86.6846323504,7.72311544653
3911,-86.685671888,7.71972264703
3910,-86.686711242,7.716330471
3909,-86.6877504126,7.71293891843
3908,-86.6887893997,7.70954798931
3907,-86.6898282036,7.70615768364
3906,-86.6908668242,7.70276800141
3905,-86.6919052617,7.69937894262
3904,-86.6929435161,7.69599050726
3903,-86.6939815877,7.69260269532
3902,-86.6950194764,7.68921550681
3901,-86.6960571823,7.6858289417
3900,-86.6970947056,7.682443
3899,-86.6981320463,7.6790576817
3898,-86.6991692046,7.67567298679
3897,-86.7002061805,7.67228891527
3896,-86.7012429741,7.66890546713
3895,-86.7022795855,7.66552264237
3894,-86.7033160148,7.66214044098
3893,-86.7043522622,7.65875886295
3892,-86.7053883276,7.65537790829
3891,-86.7064242112,7.65199757697
3890,-86.7074599131,7.648617869
3889,-86.7084954334,7.64523878437
3888,-86.7095307721,7.64186032307
3887,-86.7105659294,7.6384824851
3886,-86.7116009054,7.63510527045
3885,-86.7126357001,7.63172867912
3884,-86.7136703137,7.6283527111
3883,-86.7147047461,7.62497736638
3882,-86.7157389976,7.62160264497
3881,-86.7167730683,7.61822854684
3880,-86.7178069581,7.614855072
3879,-86.7188406673,7.61148222044
3878,-86.7198741958,7.60810999215
3877,-86.7209075439,7.60473838713
3876,-86.7219407115,7.60136740537
3875,-86.7229736988,7.59799704687
3874,-86.7240065059,7.59462731162
3873,-86.7250391328,7.59125819961
3872,-86.7260715798,7.58788971085
3871,-86.7271038467,7.58452184531
3870,-86.7281359338,7.581154603
3869,-86.7291678412,7.57778798391
3868,-86.7301995688,7.57442198803
3867,-86.7312311169,7.57105661536
3866,-86.7322624855,7.56769186589
3865,-86.7332936747,7.56432773962
3864,-86.7343246847,7.56096423654
3863,-86.7353555154,7.55760135664
3862,-86.736386167,7.55423909993
3861,-86.7374166396,7.55087746638
3860,-86.7384469332,7.547516456
3859,-86.739477048,7.54415606878
3858,-86.7405069841,7.54079630471
3857,-86.7415367415,7.53743716379
3856,-86.7425663204,7.53407864601
3855,-86.7435957208,7.53072075137
3854,-86.7446249428,7.52736347986
3853,-86.7456539866,7.52400683147
3852,-86.7466828521,7.52065080621
3851,-86.7477115396,7.51729540405
3850,-86.7487400491,7.513940625
3849,-86.7497683806,7.51058646905
3848,-86.7507965344,7.50723293619
3847,-86.7518245104,7.50388002642
3846,-86.7528523088,7.50052773973
3845,-86.7538799296,7.49717607612
3844,-86.754907373,7.49382503558
3843,-86.755934639,7.4904746181
3842,-86.7569617278,7.48712482369
3841,-86.7579886394,7.48377565232
3840,-86.7590153739,7.480427104
3839,-86.7600419314,7.47707917872
3838,-86.7610683121,7.47373187647
3837,-86.7620945159,7.47038519725
3836,-86.763120543,7.46703914105
3835,-86.7641463935,7.46369370787
3834,-86.7651720675,7.4603488977
3833,-86.7661975651,7.45700471053
3832,-86.7672228863,7.45366114637
3831,-86.7682480312,7.45031820519
3830,-86.769273,7.446975887
3829,-86.7702977927,7.44363419179
3828,-86.7713224095,7.44029311955
3827,-86.7723468503,7.43695267028
3826,-86.7733711154,7.43361284397
3825,-86.7743952048,7.43027364062
3824,-86.7754191186,7.42693506022
3823,-86.7764428568,7.42359710276
3822,-86.7774664196,7.42025976825
3821,-86.7784898071,7.41692305666
3820,-86.7795130194,7.413586968
3819,-86.7805360565,7.41025150226
3818,-86.7815589186,7.40691665943
3817,-86.7825816056,7.40358243951
3816,-86.7836041179,7.40024884249
3815,-86.7846264553,7.39691586837
3814,-86.785648618,7.39358351714
3813,-86.7866706062,7.39025178879
3812,-86.7876924198,7.38692068333
3811,-86.788714059,7.38359020073
3810,-86.7897355239,7.380260341
3809,-86.7907568146,7.37693110413
3808,-86.7917779311,7.37360249011
3807,-86.7927988735,7.37027449894
3806,-86.793819642,7.36694713061
3805,-86.7948402367,7.36362038512
3804,-86.7958606575,7.36029426246
3803,-86.7968809047,7.35696876262
3802,-86.7979009783,7.35364388561
3801,-86.7989208784,7.3503196314
3800,-86.7999406051,7.346996
3799,-86.8009601584,7.3436729914
3798,-86.8019795385,7.34035060559
3797,-86.8029987455,7.33702884257
3796,-86.8040177795,7.33370770233
3795,-86.8050366404,7.33038718487
3794,-86.8060553286,7.32706729018
3793,-86.8070738439,7.32374801825
3792,-86.8080921866,7.32042936909
3791,-86.8091103566,7.31711134267
3790,-86.8101283542,7.313793939
3789,-86.8111461794,7.31047715807
3788,-86.8121638322,7.30716099987
3787,-86.8131813128,7.3038454644
3786,-86.8141986213,7.30053055165
3785,-86.8152157577,7.29721626162
3784,-86.8162327222,7.2939025943
3783,-86.8172495148,7.29058954968
3782,-86.8182661357,7.28727712777
3781,-86.8192825848,7.28396532854
3780,-86.8202988624,7.280654152
3779,-86.8213149685,7.27734359814
3778,-86.8223309031,7.27403366695
3777,-86.8233466665,7.27072435843
3776,-86.8243622586,7.26741567257
3775,-86.8253776795,7.26410760937
3774,-86.8263929295,7.26080016882
3773,-86.8274080084,7.25749335091
3772,-86.8284229165,7.25418715565
3771,-86.8294376539,7.25088158301
3770,-86.8304522205,7.247576633
3769,-86.8314666165,7.24427230561
3768,-86.8324808421,7.24096860083
3767,-86.8334948972,7.23766551866
3766,-86.834508782,7.23436305909
3765,-86.8355224966,7.23106122212
3764,-86.836536041,7.22776000774
3763,-86.8375494154,7.22445941594
3762,-86.8385626198,7.22115944673
3761,-86.8395756543,7.21786010008
3760,-86.8405885191,7.214561376
3759,-86.8416012142,7.21126327448
3758,-86.8426137396,7.20796579551
3757,-86.8436260956,7.20466893909
3756,-86.8446382821,7.20137270521
3755,-86.8456502993,7.19807709387
3754,-86.8466621473,7.19478210506
3753,-86.8476738261,7.19148773877
3752,-86.8486853359,7.18819399501
3751,-86.8496966767,7.18490087375
3750,-86.8507078486,7.181608375
3749,-86.8517188517,7.17831649875
3748,-86.8527296861,7.17502524499
3747,-86.8537403519,7.17173461372
3746,-86.8547508492,7.16844460493
3745,-86.855761178,7.16515521862
3744,-86.8567713386,7.16186645478
3743,-86.8577813308,7.1585783134
3742,-86.8587911549,7.15529079449
3741,-86.859800811,7.15200389802
3740,-86.860810299,7.148717624
3739,-86.8618196192,7.14543197242
3738,-86.8628287715,7.14214694327
3737,-86.8638377562,7.13886253655
3736,-86.8648465732,7.13557875225
3735,-86.8658552227,7.13229559037
3734,-86.8668637047,7.1290130509
3733,-86.8678720194,7.12573113383
3732,-86.8688801669,7.12244983917
3731,-86.8698881471,7.11916916689
3730,-86.8708959603,7.115889117
3729,-86.8719036065,7.11260968949
3728,-86.8729110858,7.10933088435
3727,-86.8739183982,7.10605270158
3726,-86.874925544,7.10277514117
3725,-86.8759325231,7.09949820312
3724,-86.8769393356,7.09622188742
3723,-86.8779459817,7.09294619406
3722,-86.8789524614,7.08967112305
3721,-86.8799587749,7.08639667436
3720,-86.8809649221,7.083122848
3719,-86.8819709033,7.07984964396
3718,-86.8829767184,7.07657706223
3717,-86.8839823676,7.07330510281
3716,-86.884987851,7.07003376569
3715,-86.8859931686,7.06676305087
3714,-86.8869983206,7.06349295834
3713,-86.8880033071,7.06022348809
3712,-86.889008128,7.05695464013
3711,-86.8900127836,7.05368641443
3710,-86.8910172738,7.050418811
3709,-86.8920215989,7.04715182983
3708,-86.8930257588,7.04388547091
3707,-86.8940297537,7.04061973424
3706,-86.8950335836,7.03735461981
3705,-86.8960372487,7.03409012762
3704,-86.8970407491,7.03082625766
3703,-86.8980440847,7.02756300992
3702,-86.8990472558,7.02430038441
3701,-86.9000502624,7.0210383811
3700,-86.9010531046,7.017777
3699,-86.9020557824,7.0145162411
3698,-86.903058296,7.01125610439
3697,-86.9040606455,7.00799658987
3696,-86.9050628309,7.00473769753
3695,-86.9060648524,7.00147942737
3694,-86.90706671,6.99822177938
3693,-86.9080684038,6.99496475355
3692,-86.9090699339,6.99170834989
3691,-86.9100713004,6.98845256837
3690,-86.9110725033,6.985197409
3689,-86.9120735428,6.98194287177
3688,-86.913074419,6.97868895667
3687,-86.914075132,6.9754356637
3686,-86.9150756817,6.97218299285
3685,-86.9160760684,6.96893094412
3684,-86.9170762921,6.9656795175
3683,-86.9180763529,6.96242871298
3682,-86.9190762509,6.95917853057
3681,-86.9200759861,6.95592897024
3680,-86.9210755587,6.952680032
3679,-86.9220749688,6.94943171584
3678,-86.9230742164,6.94618402175
3677,-86.9240733016,6.94293694973
3676,-86.9250722246,6.93969049977
3675,-86.9260709853,6.93644467187
3674,-86.927069584,6.93319946602
3673,-86.9280680206,6.92995488221
3672,-86.9290662953,6.92671092045
3671,-86.9300644081,6.92346758071
3670,-86.9310623592,6.920224863
3669,-86.9320601487,6.91698276731
3668,-86.9330577765,6.91374129363
3667,-86.9340552429,6.91050044196
3666,-86.9350525478,6.90726021229
3665,-86.9360496915,6.90402060462
3664,-86.9370466739,6.90078161894
3663,-86.9380434952,6.89754325524
3662,-86.9390401554,6.89430551353
3661,-86.9400366546,6.89106839378
3660,-86.941032993,6.887831896
3659,-86.9420291706,6.88459602018
3658,-86.9430251875,6.88136076631
3657,-86.9440210438,6.87812613439
3656,-86.9450167396,6.87489212441
3655,-86.9460122749,6.87165873637
3654,-86.9470076499,6.86842597026
3653,-86.9480028646,6.86519382607
3652,-86.9489979192,6.86196230381
3651,-86.9499928136,6.85873140345
3650,-86.9509875481,6.855501125
3649,-86.9519821227,6.85227146845
3648,-86.9529765374,6.84904243379
3647,-86.9539707924,6.84581402102
3646,-86.9549648877,6.84258623013
3645,-86.9559588235,6.83935906112
3644,-86.9569525998,6.83613251398
3643,-86.9579462168,6.8329065887
3642,-86.9589396744,6.82968128529
3641,-86.9599329728,6.82645660372
3640,-86.9609261121,6.823232544
3639,-86.9619190924,6.82000910612
3638,-86.9629119137,6.81678629007
3637,-86.9639045762,6.81356409585
3636,-86.9648970799,6.81034252345
3635,-86.9658894249,6.80712157287
3634,-86.9668816113,6.8039012441
3633,-86.9678736392,6.80068153713
3632,-86.9688655086,6.79746245197
3631,-86.9698572198,6.79424398859
3630,-86.9708487726,6.791026147
3629,-86.9718401674,6.78780892719
3628,-86.972831404,6.78459232915
3627,-86.9738224827,6.78137635288
3626,-86.9748134034,6.77816099837
3625,-86.9758041663,6.77494626562
3624,-86.9767947716,6.77173215462
3623,-86.9777852191,6.76851866536
3622,-86.9787755091,6.76530579785
3621,-86.9797656417,6.76209355206
3620,-86.9807556169,6.758881928
3619,-86.9817454347,6.75567092566
3618,-86.9827350954,6.75246054503
3617,-86.9837245989,6.74925078611
3616,-86.9847139455,6.74604164889
3615,-86.985703135,6.74283313337
3614,-86.9866921678,6.73962523954
3613,-86.9876810437,6.73641796739
3612,-86.988669763,6.73321131693
3611,-86.9896583256,6.73000528813
3610,-86.9906467318,6.726799881
3609,-86.9916349815,6.72359509553
3608,-86.9926230749,6.72039093171
3607,-86.993611012,6.71718738954
3606,-86.994598793,6.71398446901
3605,-86.9955864178,6.71078217012
3604,-86.9965738867,6.70758049286
3603,-86.9975611997,6.70437943722
3602,-86.9985483569,6.70117900321
3601,-86.9995353583,6.6979791908
3600,-87.0005222041,6.69478
3599,-87.0015088944,6.6915814308
3598,-87.0024954291,6.68838348319
3597,-87.0034818085,6.68518615717
3596,-87.0044680326,6.68198945273
3595,-87.0054541014,6.67879336987
3594,-87.0064400151,6.67559790858
3593,-87.0074257738,6.67240306885
3592,-87.0084113775,6.66920885069
3591,-87.0093968264,6.66601525407
3590,-87.0103821205,6.662822279
3589,-87.0113672599,6.65962992547
3588,-87.0123522446,6.65643819347
3587,-87.0133370749,6.653247083
3586,-87.0143217507,6.65005659405
3585,-87.0153062721,6.64686672662
3584,-87.0162906393,6.6436774807
3583,-87.0172748523,6.64048885628
3582,-87.0182589112,6.63730085337
3581,-87.0192428161,6.63411347194
3580,-87.0202265671,6.630926712
3579,-87.0212101642,6.62774057354
3578,-87.0221936076,6.62455505655
3577,-87.0231768973,6.62137016103
3576,-87.0241600335,6.61818588697
3575,-87.0251430161,6.61500223437
3574,-87.0261258454,6.61181920322
3573,-87.0271085213,6.60863679351
3572,-87.028091044,6.60545500525
3571,-87.0290734135,6.60227383841
3570,-87.03005563,6.599093293
3569,-87.0310376935,6.59591336901
3568,-87.0320196041,6.59273406643
3567,-87.0330013619,6.58955538526
3566,-87.0339829669,6.58637732549
3565,-87.0349644194,6.58319988712
3564,-87.0359457193,6.58002307014
3563,-87.0369268667,6.57684687454
3562,-87.0379078617,6.57367130033
3561,-87.0388887045,6.57049634748
3560,-87.039869395,6.567322016
3559,-87.0408499334,6.56414830588
3558,-87.0418303198,6.56097521711
3557,-87.0428105542,6.55780274969
3556,-87.0437906368,6.55463090361
3555,-87.0447705675,6.55145967887
3554,-87.0457503466,6.54828907546
3553,-87.0467299741,6.54511909337
3552,-87.04770945,6.54194973261
3551,-87.0486887745,6.53878099315
3550,-87.0496679477,6.535612875
3549,-87.0506469695,6.53244537815
3548,-87.0516258402,6.52927850259
3547,-87.0526045598,6.52611224832
3546,-87.0535831284,6.52294661533
3545,-87.054561546,6.51978160362
3544,-87.0555398128,6.51661721318
3543,-87.0565179289,6.513453444
3542,-87.0574958943,6.51029029609
3541,-87.058473709,6.50712776942
3540,-87.0594513733,6.503965864
3539,-87.0604288872,6.50080457982
3538,-87.0614062507,6.49764391687
3537,-87.062383464,6.49448387515
3536,-87.0633605271,6.49132445465
3535,-87.0643374401,6.48816565537
3534,-87.0653142031,6.4850074773
