altura,latitud,longitud
8437,-78.2307044001,29.5525854096
8436,-78.2339065933,29.546309986
8435,-78.2371079324,29.540035213
8434,-78.2403084177,29.5337610906
8433,-78.2435080494,29.5274876188
8432,-78.2467068276,29.5212147977
8431,-78.2499047526,29.5149426271
8430,-78.2531018247,29.5086711071
8429,-78.2562980438,29.5024002377
8428,-78.2594934104,29.4961300189
8427,-78.2626879246,29.4898604506
8426,-78.2658815865,29.4835915329
8425,-78.2690743964,29.4773232657
8424,-78.2722663546,29.4710556491
8423,-78.2754574611,29.4647886831
8422,-78.2786477162,29.4585223675
8421,-78.2818371201,29.4522567026
8420,-78.285025673,29.4459916881
8419,-78.2882133751,29.4397273242
8418,-78.2914002267,29.4334636107
8417,-78.2945862278,29.4272005478
8416,-78.2977713787,29.4209381354
8415,-78.3009556797,29.4146763735
8414,-78.3041391309,29.408415262
8413,-78.3073217324,29.4021548011
8412,-78.3105034846,29.3958949906
8411,-78.3136843877,29.3896358306
8410,-78.3168644417,29.3833773211
8409,-78.320043647,29.377119462
8408,-78.3232220037,29.3708622534
8407,-78.326399512,29.3646056952
8406,-78.3295761721,29.3583497875
8405,-78.3327519843,29.3520945302
8404,-78.3359269487,29.3458399234
8403,-78.3391010655,29.3395859669
8402,-78.342274335,29.3333326609
8401,-78.3454467573,29.3270800053
8400,-78.3486183326,29.3208280001
8399,-78.3517890612,29.3145766453
8398,-78.3549589433,29.3083259409
8397,-78.3581279789,29.3020758869
8396,-78.3612961685,29.2958264832
8395,-78.364463512,29.28957773
8394,-78.3676300098,29.2833296271
8393,-78.3707956621,29.2770821746
8392,-78.373960469,29.2708353724
8391,-78.3771244308,29.2645892206
8390,-78.3802875476,29.2583437191
8389,-78.3834498196,29.252098868
8388,-78.3866112472,29.2458546672
8387,-78.3897718304,29.2396111167
8386,-78.3929315694,29.2333682166
8385,-78.3960904645,29.2271259667
8384,-78.3992485159,29.2208843672
8383,-78.4024057237,29.214643418
8382,-78.4055620882,29.2084031191
8381,-78.4087176095,29.2021634704
8380,-78.411872288,29.1959244721
8379,-78.4150261236,29.189686124
8378,-78.4181791168,29.1834484262
8377,-78.4213312676,29.1772113787
8376,-78.4244825763,29.1709749815
8375,-78.4276330431,29.1647392345
8374,-78.4307826681,29.1585041377
8373,-78.4339314517,29.1522696912
8372,-78.4370793938,29.1460358949
8371,-78.4402264949,29.1398027489
8370,-78.443372755,29.1335702531
8369,-78.4465181745,29.1273384075
8368,-78.4496627534,29.1211072121
8367,-78.4528064919,29.114876667
8366,-78.4559493904,29.108646772
8365,-78.4590914489,29.1024175272
8364,-78.4622326677,29.0961889326
8363,-78.465373047,29.0899609882
8362,-78.468512587,29.083733694
8361,-78.4716512879,29.07750705
8360,-78.4747891498,29.0712810561
8359,-78.4779261731,29.0650557124
8358,-78.4810623578,29.0588310188
8357,-78.4841977042,29.0526069754
8356,-78.4873322125,29.0463835821
8355,-78.4904658829,29.040160839
8354,-78.4935987155,29.033938746
8353,-78.4967307107,29.0277173031
8352,-78.4998618685,29.0214965103
8351,-78.5029921893,29.0152763676
8350,-78.5061216731,29.0090568751
8349,-78.5092503202,29.0028380326
8348,-78.5123781308,28.9966198403
8347,-78.5155051051,28.990402298
8346,-78.5186312433,28.9841854058
8345,-78.5217565456,28.9779691637
8344,-78.5248810121,28.9717535717
8343,-78.5280046432,28.9655386297
8342,-78.5311274389,28.9593243378
8341,-78.5342493996,28.9531106959
8340,-78.5373705253,28.9468977041
8339,-78.5404908164,28.9406853623
8338,-78.5436102729,28.9344736706
8337,-78.5467288951,28.9282626288
8336,-78.5498466832,28.9220522371
8335,-78.5529636374,28.9158424955
8334,-78.5560797579,28.9096334038
8333,-78.5591950449,28.9034249621
8332,-78.5623094986,28.8972171705
8331,-78.5654231192,28.8910100288
8330,-78.5685359068,28.8848035371
8329,-78.5716478618,28.8785976954
8328,-78.5747589842,28.8723925036
8327,-78.5778692744,28.8661879619
8326,-78.5809787324,28.8599840701
8325,-78.5840873586,28.8537808282
8324,-78.587195153,28.8475782363
8323,-78.5903021159,28.8413762944
8322,-78.5934082475,28.8351750023
8321,-78.596513548,28.8289743603
8320,-78.5996180176,28.8227743681
8319,-78.6027216565,28.8165750259
8318,-78.6058244649,28.8103763335
8317,-78.608926443,28.8041782911
8316,-78.6120275909,28.7979808986
8315,-78.615127909,28.791784156
8314,-78.6182273973,28.7855880632
8313,-78.6213260561,28.7793926204
8312,-78.6244238856,28.7731978274
8311,-78.627520886,28.7670036843
8310,-78.6306170575,28.7608101911
8309,-78.6337124003,28.7546173477
8308,-78.6368069146,28.7484251542
8307,-78.6399006005,28.7422336105
8306,-78.6429934584,28.7360427167
8305,-78.6460854883,28.7298524727
8304,-78.6491766905,28.7236628786
8303,-78.6522670652,28.7174739342
8302,-78.6553566125,28.7112856397
8301,-78.6584453328,28.705097995
8300,-78.6615332261,28.6989110001
8299,-78.6646202927,28.692724655
8298,-78.6677065328,28.6865389597
8297,-78.6707919466,28.6803539142
8296,-78.6738765342,28.6741695184
8295,-78.6769602959,28.6679857725
8294,-78.6800432319,28.6618026763
8293,-78.6831253424,28.6556202298
8292,-78.6862066275,28.6494384332
8291,-78.6892870876,28.6432572863
8290,-78.6923667227,28.6370767891
8289,-78.695445533,28.6308969417
8288,-78.6985235188,28.624717744
8287,-78.7016006803,28.618539196
8286,-78.7046770177,28.6123612977
8285,-78.7077525311,28.6061840492
8284,-78.7108272208,28.6000074504
8283,-78.713901087,28.5938315013
8282,-78.7169741298,28.5876562019
8281,-78.7200463495,28.5814815521
8280,-78.7231177463,28.5753075521
8279,-78.7261883203,28.5691342017
8278,-78.7292580717,28.562961501
8277,-78.7323270009,28.55678945
8276,-78.7353951078,28.5506180487
8275,-78.7384623929,28.544447297
8274,-78.7415288561,28.5382771949
8273,-78.7445944979,28.5321077425
8272,-78.7476593183,28.5259389397
8271,-78.7507233175,28.5197707866
8270,-78.7537864958,28.5136032831
8269,-78.7568488533,28.5074364292
8268,-78.7599103903,28.5012702249
8267,-78.7629711069,28.4951046703
8266,-78.7660310033,28.4889397652
8265,-78.7690900798,28.4827755097
8264,-78.7721483365,28.4766119038
8263,-78.7752057737,28.4704489475
8262,-78.7782623915,28.4642866408
8261,-78.7813181901,28.4581249837
8260,-78.7843731698,28.4519639761
8259,-78.7874273307,28.4458036181
8258,-78.790480673,28.4396439096
8257,-78.7935331969,28.4334848507
8256,-78.7965849027,28.4273264413
8255,-78.7996357905,28.4211686815
8254,-78.8026858605,28.4150115712
8253,-78.8057351129,28.4088551104
8252,-78.808783548,28.4026992991
8251,-78.8118311658,28.3965441373
8250,-78.8148779667,28.3903896251
8249,-78.8179239507,28.3842357623
8248,-78.8209691182,28.3780825491
8247,-78.8240134693,28.3719299853
8246,-78.8270570042,28.365778071
8245,-78.8300997231,28.3596268062
8244,-78.8331416262,28.3534761909
8243,-78.8361827137,28.347326225
8242,-78.8392229858,28.3411769086
8241,-78.8422624427,28.3350282416
8240,-78.8453010845,28.3288802241
8239,-78.8483389116,28.322732856
8238,-78.851375924,28.3165861374
8237,-78.8544121221,28.3104400681
8236,-78.8574475059,28.3042946483
8235,-78.8604820757,28.298149878
8234,-78.8635158317,28.292005757
8233,-78.866548774,28.2858622854
8232,-78.8695809029,28.2797194633
8231,-78.8726122186,28.2735772905
8230,-78.8756427213,28.2674357671
8229,-78.8786724111,28.2612948931
8228,-78.8817012883,28.2551546684
8227,-78.884729353,28.2490150932
8226,-78.8877566055,28.2428761673
8225,-78.890783046,28.2367378907
8224,-78.8938086746,28.2306002635
8223,-78.8968334915,28.2244632857
8222,-78.899857497,28.2183269571
8221,-78.9028806913,28.2121912779
8220,-78.9059030745,28.2060562481
8219,-78.9089246468,28.1999218675
8218,-78.9119454085,28.1937881363
8217,-78.9149653597,28.1876550544
8216,-78.9179845006,28.1815226218
8215,-78.9210028315,28.1753908385
8214,-78.9240203525,28.1692597044
8213,-78.9270370638,28.1631292197
8212,-78.9300529656,28.1569993842
8211,-78.9330680582,28.150870198
8210,-78.9360823416,28.1447416611
8209,-78.9390958162,28.1386137734
8208,-78.9421084821,28.132486535
8207,-78.9451203394,28.1263599458
8206,-78.9481313885,28.1202340059
8205,-78.9511416295,28.1141087152
8204,-78.9541510626,28.1079840737
8203,-78.957159688,28.1018600815
8202,-78.9601675058,28.0957367385
8201,-78.9631745164,28.0896140447
8200,-78.9661807198,28.0834920001
8199,-78.9691861163,28.0773706047
8198,-78.9721907061,28.0712498585
8197,-78.9751944894,28.0651297615
8196,-78.9781974663,28.0590103136
8195,-78.9811996371,28.052891515
8194,-78.984201002,28.0467733655
8193,-78.9872015611,28.0406558651
8192,-78.9902013147,28.034539014
8191,-78.9932002629,28.028422812
8190,-78.996198406,28.0223072591
8189,-78.9991957441,28.0161923554
8188,-79.0021922775,28.0100781008
8187,-79.0051880063,28.0039644953
8186,-79.0081829307,27.9978515389
8185,-79.011177051,27.9917392317
8184,-79.0141703673,27.9856275736
8183,-79.0171628799,27.9795165646
8182,-79.0201545888,27.9734062047
8181,-79.0231454944,27.9672964938
8180,-79.0261355968,27.9611874321
8179,-79.0291248962,27.9550790194
8178,-79.0321133928,27.9489712558
8177,-79.0351010868,27.9428641413
8176,-79.0380879785,27.9367576759
8175,-79.0410740679,27.9306518595
8174,-79.0440593553,27.9245466921
8173,-79.0470438409,27.9184421738
8172,-79.0500275249,27.9123383045
8171,-79.0530104074,27.9062350843
8170,-79.0559924888,27.9001325131
8169,-79.0589737691,27.8940305909
8168,-79.0619542485,27.8879293177
8167,-79.0649339274,27.8818286935
8166,-79.0679128058,27.8757287184
8165,-79.070890884,27.8696293922
8164,-79.0738681621,27.863530715
8163,-79.0768446403,27.8574326868
8162,-79.079820319,27.8513353076
8161,-79.0827951981,27.8452385774
8160,-79.085769278,27.8391424961
8159,-79.0887425588,27.8330470638
8158,-79.0917150408,27.8269522804
8157,-79.094686724,27.820858146
8156,-79.0976576088,27.8147646605
8155,-79.1006276954,27.808671824
8154,-79.1035969838,27.8025796363
8153,-79.1065654743,27.7964880977
8152,-79.1095331671,27.7903972079
8151,-79.1125000625,27.784306967
8150,-79.1154661605,27.7782173751
8149,-79.1184314614,27.772128432
8148,-79.1213959654,27.7660401379
8147,-79.1243596727,27.7599524926
8146,-79.1273225835,27.7538654962
8145,-79.1302846979,27.7477791487
8144,-79.1332460162,27.7416934501
8143,-79.1362065386,27.7356084003
8142,-79.1391662652,27.7295239994
8141,-79.1421251963,27.7234402473
8140,-79.145083332,27.7173571441
8139,-79.1480406726,27.7112746897
8138,-79.1509972182,27.7051928842
8137,-79.153952969,27.6991117274
8136,-79.1569079253,27.6930312195
8135,-79.1598620872,27.6869513605
8134,-79.1628154549,27.6808721502
8133,-79.1657680287,27.6747935887
8132,-79.1687198086,27.668715676
8131,-79.171670795,27.6626384122
8130,-79.1746209879,27.6565617971
8129,-79.1775703877,27.6504858308
8128,-79.1805189944,27.6444105132
8127,-79.1834668084,27.6383358445
8126,-79.1864138297,27.6322618245
8125,-79.1893600586,27.6261884532
8124,-79.1923054953,27.6201157307
8123,-79.1952501399,27.6140436569
8122,-79.1981939927,27.6079722319
8121,-79.2011370539,27.6019014556
8120,-79.2040793236,27.5958313281
8119,-79.207020802,27.5897618492
8118,-79.2099614894,27.5836930191
8117,-79.212901386,27.5776248377
8116,-79.2158404918,27.571557305
8115,-79.2187788072,27.565490421
8114,-79.2217163324,27.5594241856
8113,-79.2246530674,27.553358599
8112,-79.2275890125,27.547293661
8111,-79.230524168,27.5412293717
8110,-79.2334585339,27.5351657311
8109,-79.2363921106,27.5291027391
8108,-79.2393248981,27.5230403958
8107,-79.2422568967,27.5169787011
8106,-79.2451881066,27.5109176551
8105,-79.248118528,27.5048572577
8104,-79.251048161,27.4987975089
8103,-79.2539770059,27.4927384088
8102,-79.2569050629,27.4866799573
8101,-79.2598323321,27.4806221544
8100,-79.2627588138,27.4745650001
8099,-79.265684508,27.4685084944
8098,-79.2686094152,27.4624526373
8097,-79.2715335353,27.4563974288
8096,-79.2744568687,27.4503428688
8095,-79.2773794155,27.4442889575
8094,-79.2803011759,27.4382356947
8093,-79.2832221501,27.4321830804
8092,-79.2861423383,27.4261311148
8091,-79.2890617408,27.4200797977
8090,-79.2919803575,27.4140291291
8089,-79.2948981889,27.407979109
8088,-79.2978152351,27.4019297376
8087,-79.3007314962,27.3958810146
8086,-79.3036469725,27.3898329401
8085,-79.3065616642,27.3837855142
8084,-79.3094755714,27.3777387368
8083,-79.3123886943,27.3716926079
8082,-79.3153010332,27.3656471274
8081,-79.3182125882,27.3596022955
8080,-79.3211233596,27.3535581121
8079,-79.3240333475,27.3475145771
8078,-79.3269425521,27.3414716906
8077,-79.3298509736,27.3354294526
8076,-79.3327586122,27.3293878631
8075,-79.3356654681,27.323346922
8074,-79.3385715415,27.3173066293
8073,-79.3414768326,27.3112669851
8072,-79.3443813416,27.3052279893
8071,-79.3472850687,27.299189642
8070,-79.350188014,27.2931519431
8069,-79.3530901777,27.2871148926
8068,-79.3559915602,27.2810784905
8067,-79.3588921615,27.2750427368
8066,-79.3617919818,27.2690076316
8065,-79.3646910213,27.2629731747
8064,-79.3675892803,27.2569393662
8063,-79.3704867589,27.2509062061
8062,-79.3733834574,27.2448736944
8061,-79.3762793758,27.2388418311
8060,-79.3791745144,27.2328106161
8059,-79.3820688735,27.2267800495
8058,-79.3849624531,27.2207501312
8057,-79.3878552535,27.2147208613
8056,-79.3907472749,27.2086922397
8055,-79.3936385175,27.2026642665
8054,-79.3965289814,27.1966369415
8053,-79.3994186669,27.190610265
8052,-79.4023075741,27.1845842367
8051,-79.4051957033,27.1785588567
8050,-79.4080830546,27.1725341251
8049,-79.4109696282,27.1665100417
8048,-79.4138554244,27.1604866067
8047,-79.4167404432,27.1544638199
8046,-79.419624685,27.1484416814
8045,-79.4225081499,27.1424201912
8044,-79.4253908381,27.1363993493
8043,-79.4282727498,27.1303791556
8042,-79.4311538851,27.1243596102
8041,-79.4340342444,27.118340713
8040,-79.4369138277,27.1123224641
8039,-79.4397926352,27.1063048634
8038,-79.4426706672,27.1002879109
8037,-79.4455479239,27.0942716067
8036,-79.4484244054,27.0882559507
8035,-79.4513001119,27.082240943
8034,-79.4541750437,27.0762265834
8033,-79.4570492009,27.070212872
8032,-79.4599225837,27.0641998088
8031,-79.4627951923,27.0581873939
8030,-79.4656670268,27.0521756271
8029,-79.4685380876,27.0461645085
8028,-79.4714083748,27.040154038
8027,-79.4742778885,27.0341442158
8026,-79.477146629,27.0281350417
8025,-79.4800145965,27.0221265157
8024,-79.4828817911,27.0161186379
8023,-79.485748213,27.0101114082
8022,-79.4886138625,27.0041048267
8021,-79.4914787398,26.9980988933
8020,-79.4943428449,26.9920936081
8019,-79.4972061782,26.9860889709
8018,-79.5000687398,26.9800849819
8017,-79.5029305298,26.974081641
8016,-79.5057915486,26.9680789482
8015,-79.5086517962,26.9620769034
8014,-79.511511273,26.9560755068
8013,-79.514369979,26.9500747583
8012,-79.5172279144,26.9440746578
8011,-79.5200850795,26.9380752054
8010,-79.5229414745,26.9320764011
8009,-79.5257970995,26.9260782448
8008,-79.5286519547,26.9200807366
8007,-79.5315060404,26.9140838764
8006,-79.5343593566,26.9080876643
8005,-79.5372119037,26.9020921002
8004,-79.5400636818,26.8960971841
8003,-79.5429146911,26.8901029161
8002,-79.5457649317,26.8841092961
8001,-79.5486144039,26.8781163241
8000,-79.5514631079,26.8721240001
7999,-79.5543110439,26.8661323241
7998,-79.557158212,26.8601412961
7997,-79.5600046124,26.854150916
7996,-79.5628502454,26.848161184
7995,-79.5656951111,26.8421720999
7994,-79.5685392098,26.8361836639
7993,-79.5713825415,26.8301958757
7992,-79.5742251066,26.8242087356
7991,-79.5770669051,26.8182222433
7990,-79.5799079374,26.8122363991
7989,-79.5827482035,26.8062512027
7988,-79.5855877036,26.8002666543
7987,-79.5884264381,26.7942827539
7986,-79.591264407,26.7882995013
7985,-79.5941016105,26.7823168967
7984,-79.5969380489,26.77633494
7983,-79.5997737223,26.7703536312
7982,-79.602608631,26.7643729702
7981,-79.605442775,26.7583929572
7980,-79.6082761546,26.7524135921
7979,-79.6111087701,26.7464348748
7978,-79.6139406215,26.7404568054
7977,-79.6167717091,26.7344793839
7976,-79.6196020331,26.7285026102
7975,-79.6224315936,26.7225264844
7974,-79.6252603909,26.7165510065
7973,-79.6280884251,26.7105761764
7972,-79.6309156965,26.7046019941
7971,-79.6337422052,26.6986284597
7970,-79.6365679514,26.6926555731
7969,-79.6393929353,26.6866833343
7968,-79.6422171572,26.6807117433
7967,-79.6450406171,26.6747408001
7966,-79.6478633153,26.6687705048
7965,-79.650685252,26.6628008572
7964,-79.6535064273,26.6568318574
7963,-79.6563268415,26.6508635054
7962,-79.6591464947,26.6448958012
7961,-79.6619653872,26.6389287448
7960,-79.6647835191,26.6329623361
7959,-79.6676008906,26.6269965752
7958,-79.670417502,26.621031462
7957,-79.6732333533,26.6150669966
7956,-79.6760484449,26.6091031789
7955,-79.6788627768,26.6031400089
7954,-79.6816763493,26.5971774867
7953,-79.6844891626,26.5912156122
7952,-79.6873012168,26.5852543855
7951,-79.6901125122,26.5792938064
7950,-79.6929230489,26.5733338751
7949,-79.6957328271,26.5673745914
7948,-79.6985418471,26.5614159555
7947,-79.7013501089,26.5554579672
7946,-79.7041576129,26.5495006266
7945,-79.7069643592,26.5435439337
7944,-79.7097703479,26.5375878885
7943,-79.7125755794,26.5316324909
7942,-79.7153800537,26.525677741
7941,-79.718183771,26.5197236387
7940,-79.7209867316,26.5137701841
7939,-79.7237889356,26.5078173771
7938,-79.7265903833,26.5018652177
7937,-79.7293910748,26.495913706
7936,-79.7321910102,26.4899628419
7935,-79.7349901899,26.4840126254
7934,-79.737788614,26.4780630566
7933,-79.7405862827,26.4721141353
7932,-79.7433831961,26.4661658616
7931,-79.7461793545,26.4602182356
7930,-79.748974758,26.4542712571
7929,-79.7517694069,26.4483249262
7928,-79.7545633013,26.4423792428
7927,-79.7573564414,26.4364342071
7926,-79.7601488274,26.4304898188
7925,-79.7629404596,26.4245460782
7924,-79.765731338,26.4186029851
7923,-79.7685214629,26.4126605395
7922,-79.7713108345,26.4067187415
7921,-79.774099453,26.400777591
7920,-79.7768873185,26.3948370881
7919,-79.7796744312,26.3888972326
7918,-79.7824607914,26.3829580247
7917,-79.7852463992,26.3770194643
7916,-79.7880312548,26.3710815514
7915,-79.7908153585,26.3651442859
7914,-79.7935987103,26.359207668
7913,-79.7963813105,26.3532716976
7912,-79.7991631593,26.3473363746
7911,-79.8019442568,26.3414016991
7910,-79.8047246033,26.3354676711
7909,-79.8075041989,26.3295342905
7908,-79.8102830439,26.3236015574
7907,-79.8130611384,26.3176694717
7906,-79.8158384826,26.3117380335
7905,-79.8186150767,26.3058072427
7904,-79.8213909209,26.2998770993
7903,-79.8241660153,26.2939476034
7902,-79.8269403603,26.2880187549
7901,-79.8297139559,26.2820905538
7900,-79.8324868023,26.2761630001
7899,-79.8352588998,26.2702360938
7898,-79.8380302486,26.2643098349
7897,-79.8408008487,26.2583842233
7896,-79.8435707005,26.2524592592
7895,-79.846339804,26.2465349424
7894,-79.8491081596,26.2406112731
7893,-79.8518757673,26.234688251
7892,-79.8546426274,26.2287658764
7891,-79.85740874,26.222844149
7890,-79.8601741054,26.2169230691
7889,-79.8629387237,26.2110026364
7888,-79.8657025952,26.2050828511
7887,-79.8684657199,26.1991637132
7886,-79.8712280982,26.1932452225
7885,-79.8739897301,26.1873273792
7884,-79.876750616,26.1814101832
7883,-79.8795107559,26.1754936345
7882,-79.88227015,26.169577733
7881,-79.8850287986,26.1636624789
7880,-79.8877867019,26.1577478721
7879,-79.89054386,26.1518339125
7878,-79.8933002731,26.1459206002
7877,-79.8960559414,26.1400079352
7876,-79.8988108651,26.1340959174
7875,-79.9015650443,26.1281845469
7874,-79.9043184794,26.1222738237
7873,-79.9070711704,26.1163637477
7872,-79.9098231176,26.1104543189
7871,-79.9125743211,26.1045455374
7870,-79.9153247811,26.0986374031
7869,-79.9180744979,26.092729916
7868,-79.9208234715,26.0868230761
7867,-79.9235717023,26.0809168834
7866,-79.9263191903,26.075011338
7865,-79.9290659358,26.0691064397
7864,-79.931811939,26.0632021886
7863,-79.9345572,26.0572985847
7862,-79.937301719,26.051395628
7861,-79.9400454963,26.0454933184
7860,-79.942788532,26.0395916561
7859,-79.9455308263,26.0336906408
7858,-79.9482723794,26.0277902728
7857,-79.9510131915,26.0218905519
7856,-79.9537532627,26.0159914781
7855,-79.9564925934,26.0100930514
7854,-79.9592311835,26.0041952719
7853,-79.9619690334,25.9982981395
7852,-79.9647061432,25.9924016543
7851,-79.9674425132,25.9865058161
7850,-79.9701781434,25.9806106251
7849,-79.9729130341,25.9747160811
7848,-79.9756471855,25.9688221843
7847,-79.9783805978,25.9629289345
7846,-79.9811132711,25.9570363318
7845,-79.9838452057,25.9511443762
7844,-79.9865764017,25.9452530677
7843,-79.9893068593,25.9393624062
7842,-79.9920365787,25.9334723918
7841,-79.9947655601,25.9275830244
7840,-79.9974938037,25.9216943041
7839,-80.0002213097,25.9158062308
7838,-80.0029480783,25.9099188045
7837,-80.0056741096,25.9040320253
7836,-80.0083994038,25.8981458931
7835,-80.0111239611,25.8922604079
7834,-80.0138477818,25.8863755698
7833,-80.016570866,25.8804913786
7832,-80.0192932138,25.8746078344
7831,-80.0220148256,25.8687249373
7830,-80.0247357014,25.8628426871
7829,-80.0274558414,25.8569610839
7828,-80.0301752459,25.8510801276
7827,-80.032893915,25.8451998183
7826,-80.035611849,25.839320156
7825,-80.0383290479,25.8334411407
7824,-80.0410455121,25.8275627723
7823,-80.0437612416,25.8216850508
7822,-80.0464762367,25.8158079763
7821,-80.0491904975,25.8099315487
7820,-80.0519040243,25.8040557681
7819,-80.0546168172,25.7981806343
7818,-80.0573288764,25.7923061475
7817,-80.0600402022,25.7864323076
7816,-80.0627507946,25.7805591146
7815,-80.0654606539,25.7746865684
7814,-80.0681697803,25.7688146692
7813,-80.070878174,25.7629434169
7812,-80.073585835,25.7570728114
7811,-80.0762927638,25.7512028528
7810,-80.0789989603,25.7453335411
7809,-80.0817044248,25.7394648762
7808,-80.0844091576,25.7335968582
7807,-80.0871131587,25.727729487
7806,-80.0898164284,25.7218627627
7805,-80.0925189668,25.7159966852
7804,-80.0952207742,25.7101312545
7803,-80.0979218508,25.7042664707
7802,-80.1006221966,25.6984023337
7801,-80.1033218119,25.6925388435
7800,-80.106020697,25.6866760001
7799,-80.1087188519,25.6808138035
7798,-80.1114162769,25.6749522537
7797,-80.1141129721,25.6690913506
7796,-80.1168089378,25.6632310944
7795,-80.1195041741,25.6573714849
7794,-80.1221986812,25.6515125222
7793,-80.1248924594,25.6456542063
7792,-80.1275855087,25.6397965372
7791,-80.1302778294,25.6339395147
7790,-80.1329694216,25.6280831391
7789,-80.1356602857,25.6222274101
7788,-80.1383504216,25.6163723279
7787,-80.1410398297,25.6105178925
7786,-80.1437285101,25.6046641037
7785,-80.1464164629,25.5988109617
7784,-80.1491036885,25.5929584664
7783,-80.151790187,25.5871066178
7782,-80.1544759585,25.5812554158
7781,-80.1571610032,25.5754048606
7780,-80.1598453214,25.5695549521
7779,-80.1625289132,25.5637056902
7778,-80.1652117788,25.557857075
7777,-80.1678939184,25.5520091065
7776,-80.1705753321,25.5461617846
7775,-80.1732560203,25.5403151094
7774,-80.175935983,25.5344690809
7773,-80.1786152204,25.528623699
7772,-80.1812937328,25.5227789637
7771,-80.1839715202,25.5169348751
7770,-80.186648583,25.5110914331
7769,-80.1893249213,25.5052486377
7768,-80.1920005352,25.4994064889
7767,-80.194675425,25.4935649867
7766,-80.1973495908,25.4877241312
7765,-80.2000230329,25.4818839222
7764,-80.2026957513,25.4760443598
7763,-80.2053677464,25.470205444
7762,-80.2080390183,25.4643671748
7761,-80.2107095671,25.4585295521
7760,-80.2133793931,25.4526925761
7759,-80.2160484965,25.4468562465
7758,-80.2187168774,25.4410205636
7757,-80.221384536,25.4351855272
7756,-80.2240514725,25.4293511373
7755,-80.2267176871,25.4235173939
7754,-80.22938318,25.4176842971
7753,-80.2320479514,25.4118518468
7752,-80.2347120014,25.4060200431
7751,-80.2373753303,25.4001888858
7750,-80.2400379381,25.3943583751
7749,-80.2426998252,25.3885285108
7748,-80.2453609917,25.3826992931
7747,-80.2480214378,25.3768707218
7746,-80.2506811636,25.371042797
7745,-80.2533401694,25.3652155187
7744,-80.2559984553,25.3593888868
7743,-80.2586560215,25.3535629015
7742,-80.2613128683,25.3477375625
7741,-80.2639689958,25.3419128701
7740,-80.2666244041,25.3360888241
7739,-80.2692790935,25.3302654245
7738,-80.2719330642,25.3244426713
7737,-80.2745863163,25.3186205646
7736,-80.27723885,25.3127991043
7735,-80.2798906656,25.3069782904
7734,-80.2825417631,25.301158123
7733,-80.2851921428,25.2953386019
7732,-80.2878418049,25.2895197272
7731,-80.2904907496,25.283701499
7730,-80.2931389769,25.2778839171
7729,-80.2957864873,25.2720669815
7728,-80.2984332807,25.2662506924
7727,-80.3010793574,25.2604350496
7726,-80.3037247176,25.2546200532
7725,-80.3063693615,25.2488057032
7724,-80.3090132892,25.2429919995
7723,-80.3116565009,25.2371789421
7722,-80.3142989969,25.2313665311
7721,-80.3169407773,25.2255547664
7720,-80.3195818423,25.2197436481
7719,-80.3222221921,25.213933176
7718,-80.3248618268,25.2081233503
7717,-80.3275007467,25.2023141709
7716,-80.3301389519,25.1965056378
7715,-80.3327764426,25.1906977509
7714,-80.335413219,25.1848905104
7713,-80.3380492814,25.1790839162
7712,-80.3406846298,25.1732779682
7711,-80.3433192644,25.1674726665
7710,-80.3459531855,25.1616680111
7709,-80.3485863933,25.1558640019
7708,-80.3512188878,25.150060639
7707,-80.3538506694,25.1442579223
7706,-80.3564817381,25.1384558519
7705,-80.3591120942,25.1326544277
7704,-80.3617417379,25.1268536497
7703,-80.3643706693,25.121053518
7702,-80.3669988887,25.1152540325
7701,-80.3696263961,25.1094551932
7700,-80.3722531918,25.1036570001
7699,-80.3748792761,25.0978594532
7698,-80.3775046489,25.0920625525
7697,-80.3801293107,25.0862662979
7696,-80.3827532614,25.0804706896
7695,-80.3853765014,25.0746757274
7694,-80.3879990308,25.0688814114
7693,-80.3906208498,25.0630877416
7692,-80.3932419586,25.0572947179
7691,-80.3958623573,25.0515023404
7690,-80.3984820461,25.0457106091
7689,-80.4011010253,25.0399195238
7688,-80.403719295,25.0341290847
7687,-80.4063368554,25.0283392918
7686,-80.4089537067,25.0225501449
7685,-80.411569849,25.0167616442
7684,-80.4141852826,25.0109737896
7683,-80.4168000076,25.005186581
7682,-80.4194140242,24.9994000186
7681,-80.4220273327,24.9936141023
7680,-80.4246399331,24.9878288321
7679,-80.4272518257,24.9820442079
7678,-80.4298630106,24.9762602298
7677,-80.4324734881,24.9704768978
7676,-80.4350832583,24.9646942118
7675,-80.4376923214,24.9589121719
7674,-80.4403006777,24.9531307781
7673,-80.4429083271,24.9473500303
7672,-80.4455152701,24.9415699285
7671,-80.4481215067,24.9357904728
7670,-80.4507270371,24.9300116631
7669,-80.4533318616,24.9242334994
7668,-80.4559359802,24.9184559817
7667,-80.4585393932,24.91267911
7666,-80.4611421008,24.9069028844
7665,-80.4637441031,24.9011273047
7664,-80.4663454004,24.895352371
7663,-80.4689459928,24.8895780833
7662,-80.4715458805,24.8838044416
7661,-80.4741450636,24.8780314458
7660,-80.4767435425,24.8722590961
7659,-80.4793413172,24.8664873922
7658,-80.4819383879,24.8607163344
7657,-80.4845347548,24.8549459225
7656,-80.4871304182,24.8491761565
7655,-80.4897253781,24.8434070364
7654,-80.4923196349,24.8376385623
7653,-80.4949131885,24.8318707341
7652,-80.4975060393,24.8261035519
