15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
15.0,28.925783099947694,42.646486082887115,50.01953486781581,56.95312753815363,58.80859685008302,60.29785423166514,60.517580773645264,60.566408889174525,60.61523700470383,60.62011981562537,60.62011981562538,60.61523700470383,60.566408889174525,60.517580773645264,60.29785423166514,58.80859685008302,56.95312753815362,50.01953486781581,42.64648608288712,28.925783099947694,15.0
15.0,42.646486082887115,70.29296888259113,84.59961197944918,98.9062501515325,102.25097750168058,105.59570321023719,105.86425786774657,106.13281252525594,106.18652345170676,106.23535156723604,106.23535156723604,106.18652345170676,106.13281252525594,105.86425786774657,105.59570321023719,102.25097750168058,98.90625015153252,84.59961197944918,70.29296888259111,42.64648608288712,15.0
15.0,50.01953486781581,84.59961197944918,103.31055359605573,121.01074606576094,126.01563013944516,130.04394938333203,130.8984415282138,131.17187899664478,131.44043365415405,131.48926176968337,131.48926176968337,131.44043365415405,131.17187899664478,130.8984415282138,130.04394938333203,126.01563013944518,121.01074606576094,103.31055359605574,84.59961197944918,50.01953486781581,15.0
15.0,56.95312753815363,98.90625015153252,121.01074606576094,143.11523459282736,148.80371236600087,154.4921876767872,155.35156263259034,156.20605477747213,156.47460943498157,156.6943359769617,156.69433597696172,156.4746094349816,156.20605477747213,155.35156263259034,154.4921876767872,148.80371236600084,143.11523459282736,121.01074606576094,98.9062501515325,56.95312753815363,15.0
15.0,58.80859685008302,102.2509775016806,126.01563013944516,148.80371236600087,155.84961218149064,161.66992338715855,163.54980617913884,164.40429832402046,165.20996235337296,165.42968889535302,165.42968889535302,165.20996235337296,164.40429832402046,163.54980617913878,161.66992338715855,155.84961218149064,148.80371236600087,126.01563013944518,102.25097750168058,58.80859685008302,15.0
15.0,60.29785423166514,105.59570321023719,130.04394938333203,154.4921876767872,161.66992338715855,168.84277366006205,170.7226564520421,172.55371112849292,173.35937515784528,173.94531264521768,173.94531264521768,173.3593751578453,172.55371112849298,170.7226564520421,168.84277366006208,161.66992338715855,154.4921876767872,130.04394938333203,105.59570321023719,60.29785423166514,15.0
15.0,60.517580773645264,105.86425786774657,130.8984415282138,155.35156263259034,163.54980617913878,170.7226564520421,173.78417992268967,175.6152345991404,177.2265627336112,177.81250022098348,177.81250022098345,177.2265627336112,175.6152345991404,173.78417992268962,170.72265645204212,163.54980617913878,155.35156263259034,130.8984415282138,105.86425786774657,60.51758077364527,15.0
15.0,60.566408889174525,106.13281252525594,131.17187899664475,156.20605477747213,164.40429832402046,172.55371112849292,175.6152345991404,178.45703152780794,180.06835966227857,181.09375030937687,181.0937503093769,180.06835966227854,178.45703152780794,175.6152345991404,172.55371112849298,164.4042983240205,156.20605477747213,131.17187899664478,106.13281252525594,60.566408889174525,15.0
15.0,60.61523700470383,106.18652345170676,131.44043365415405,156.47460943498157,165.209962353373,173.35937515784528,177.2265627336112,180.06835966227854,182.32421910357365,183.34960975067196,183.34960975067196,182.32421910357365,180.06835966227857,177.2265627336112,173.3593751578453,165.209962353373,156.4746094349816,131.44043365415405,106.18652345170675,60.61523700470383,15.0
15.0,60.62011981562537,106.23535156723604,131.48926176968337,156.6943359769617,165.42968889535302,173.94531264521768,177.81250022098348,181.09375030937687,183.34960975067196,184.58007854486866,184.5800785448687,183.349609750672,181.0937503093769,177.81250022098345,173.94531264521768,165.42968889535302,156.6943359769617,131.48926176968337,106.23535156723604,60.62011981562538,15.0
15.0,60.62011981562538,106.23535156723604,131.48926176968337,156.6943359769617,165.42968889535302,173.94531264521768,177.8125002209835,181.09375030937687,183.34960975067196,184.5800785448687,184.5800785448687,183.34960975067196,181.0937503093769,177.81250022098345,173.94531264521768,165.42968889535302,156.6943359769617,131.48926176968337,106.23535156723604,60.62011981562538,15.0
15.0,60.61523700470383,106.18652345170676,131.44043365415405,156.4746094349816,165.20996235337296,173.3593751578453,177.2265627336112,180.06835966227854,182.32421910357365,183.34960975067196,183.34960975067196,182.32421910357365,180.06835966227854,177.2265627336112,173.3593751578453,165.209962353373,156.4746094349816,131.44043365415405,106.18652345170676,60.61523700470383,15.0
